id,state-compile-time,state-run-time,jdk-weave-time,jdk-run-compile,jdk-run-time,total-state-time(wo/JDK),total-state-time(w/JDK),total-state-time(w/JDK+DSI),only-dsi-time(seq)
00246,164.416,15.861,0,0,0,180.277,180.277,180.277,3545.862
00247,155.721,16.302,0,0,0,172.023,172.023,172.023,6491.572
00248,151.527,18.275,0,0,0,169.802,169.802,169.802,6505.173
00249,161.577,14.900,0,0,0,176.477,176.477,176.477,6461.163
00250,157.105,16.204,0,0,0,173.309,173.309,173.309,2216.522
00251,164.522,17.694,0,0,0,182.216,182.216,182.216,3628.735
00252,170.449,12.772,0,0,0,183.221,183.221,183.221,3664.298
00253,166.783,14.167,0,0,0,180.950,180.950,180.950,3644.105
00254,161.609,15.261,0,0,0,176.870,176.870,176.870,3641.319
00255,155.291,22.732,0,0,0,178.023,178.023,178.023,3521.111
00256,153.335,28.291,0,0,0,181.626,181.626,181.626,3672.495
00257,156.522,17.461,0,0,0,173.983,173.983,173.983,3652.720
00258,154.393,18.212,0,0,0,172.605,172.605,172.605,3682.517
00259,160.107,16.126,0,0,0,176.233,176.233,176.233,1680.271
00260,154.419,20.444,0,0,0,174.863,174.863,174.863,610.784
00261,163.457,15.556,0,0,0,179.013,179.013,179.013,2298.243
00262,161.745,16.544,0,0,0,178.289,178.289,178.289,617.447
00263,162.102,15.982,0,0,0,178.084,178.084,178.084,618.901
00264,167.130,13.819,0,0,0,180.949,180.949,180.949,607.479
00265,157.642,16.916,0,0,0,174.558,174.558,174.558,488.006
00266,160.494,15.741,0,0,0,176.235,176.235,176.235,2323.225
00267,165.340,15.030,0,0,0,180.370,180.370,180.370,2328.343
00268,164.389,15.006,0,0,0,179.395,179.395,179.395,2335.771
00269,155.812,15.299,0,0,0,171.111,171.111,171.111,757.739
00270,151.233,18.582,0,0,0,169.815,169.815,169.815,3641.452
00271,162.147,15.969,0,0,0,178.116,178.116,178.116,3482.913
00272,160.606,16.103,0,0,0,176.709,176.709,176.709,1649.124
00273,157.410,15.061,0,0,0,172.471,172.471,172.471,3508.227
00274,165.030,14.479,0,0,0,179.509,179.509,179.509,1682.956
00275,156.087,20.372,173.232,73.719,16.943,176.459,440.353,440.353,608.637
00278,160.484,14.222,0,0,0,174.706,174.706,174.706,2657.680
00279,158.318,14.087,0,0,0,172.405,172.405,172.405,617.569
00280,163.069,14.315,0,0,0,177.384,177.384,177.384,6447.083
00281,157.188,19.086,0,0,0,176.274,176.274,176.274,619.519
00282,153.721,18.629,0,0,0,172.350,172.350,172.350,633.750
00283,153.908,20.748,0,0,0,174.656,174.656,174.656,490.068
00286,150.946,18.544,0,0,0,169.490,169.490,169.490,2641.158
00287,152.194,20.432,0,0,0,172.626,172.626,172.626,2603.794
00288,150.728,23.608,0,0,0,174.336,174.336,174.336,2626.934
00289,147.527,21.776,0,0,0,169.303,169.303,169.303,772.407
00291,157.116,16.104,0,0,0,173.220,173.220,173.220,1677.804
00292,158.522,19.417,0,0,0,177.939,177.939,177.939,597.414
00293,158.801,15.743,0,0,0,174.544,174.544,174.544,7235.768
00294,161.011,17.090,0,0,0,178.101,178.101,178.101,7289.233
00295,160.955,17.741,0,0,0,178.696,178.696,178.696,2594.805
00296,156.515,17.112,0,0,0,173.627,173.627,173.627,597.246
00297,157.956,18.550,0,0,0,176.506,176.506,176.506,6427.757
00298,154.688,17.458,0,0,0,172.146,172.146,172.146,581.678
00299,161.847,15.651,0,0,0,177.498,177.498,177.498,608.924
00300,157.208,17.023,0,0,0,174.231,174.231,174.231,469.532
00301,160.155,16.499,0,0,0,176.654,176.654,176.654,2596.769
00302,155.406,16.415,0,0,0,171.821,171.821,171.821,2617.674
00303,160.020,14.784,0,0,0,174.804,174.804,174.804,2563.450
00304,154.630,16.928,0,0,0,171.558,171.558,171.558,776.432
00305,160.199,14.569,0,0,0,174.768,174.768,174.768,7169.571
00306,164.325,16.730,170.710,75.908,19.057,181.055,446.730,446.730,572.872
00309,160.880,13.105,0,0,0,173.985,173.985,173.985,2538.385
00310,154.888,14.775,0,0,0,169.663,169.663,169.663,532.990
00311,157.680,13.949,0,0,0,171.629,171.629,171.629,6364.970
00312,157.159,13.077,0,0,0,170.236,170.236,170.236,539.652
00313,156.358,17.317,0,0,0,173.675,173.675,173.675,538.263
00314,152.804,16.362,0,0,0,169.166,169.166,169.166,397.536
00316,151.199,17.959,0,0,0,169.158,169.158,169.158,2511.943
00317,151.851,22.472,0,0,0,174.323,174.323,174.323,2452.508
00318,152.601,24.208,0,0,0,176.809,176.809,176.809,2484.191
00319,146.815,19.764,0,0,0,166.579,166.579,166.579,721.874
00321,156.714,16.052,177.504,77.216,14.698,172.766,442.184,3894.790,3452.606
00322,164.510,13.416,0,0,0,177.926,177.926,177.926,3445.470
00323,163.785,12.693,0,0,0,176.478,176.478,176.478,3332.602
00324,149.069,20.136,0,0,0,169.205,169.205,6296.949,6127.744
00325,161.897,13.062,0,0,0,174.959,174.959,174.959,2081.435
00326,157.909,14.662,0,0,0,172.571,172.571,172.571,3438.006
00327,151.976,22.732,0,0,0,174.708,174.708,174.708,3449.410
00328,147.178,21.961,0,0,0,169.139,169.139,169.139,3332.599
00329,145.895,20.708,0,0,0,166.603,166.603,166.603,6135.019
00330,152.663,17.359,0,0,0,170.022,170.022,6281.220,6111.198
00331,151.799,15.932,0,0,0,167.731,167.731,167.731,2103.027
00332,162.064,14.896,0,0,0,176.960,176.960,176.960,3464.190
00333,150.737,17.998,0,0,0,168.735,168.735,3592.498,3423.763
00334,145.924,24.478,0,0,0,170.402,170.402,170.402,3281.197
00335,147.472,20.664,0,0,0,168.136,168.136,168.136,2045.139
00336,163.697,16.348,173.650,74.614,17.402,180.045,445.711,445.711,432.674
00337,156.630,17.358,0,0,0,173.988,173.988,173.988,2410.694
00338,156.537,17.392,0,0,0,173.929,173.929,173.929,424.285
00339,161.052,16.466,0,0,0,177.518,177.518,177.518,6170.539
00340,161.522,15.491,0,0,0,177.013,177.013,177.013,411.575
00341,160.467,16.419,0,0,0,176.886,176.886,176.886,405.923
00342,161.617,15.848,0,0,0,177.465,177.465,177.465,279.695
00343,161.243,15.826,0,0,0,177.069,177.069,177.069,2391.911
00344,162.176,15.617,0,0,0,177.793,177.793,177.793,2392.272
00345,159.355,15.965,0,0,0,175.320,175.320,175.320,2358.048
00346,159.926,16.148,0,0,0,176.074,176.074,176.074,657.554
00347,158.091,17.684,0,0,0,175.775,175.775,214.558,38.783
00348,162.201,13.392,0,0,0,175.593,175.593,175.593,243.379
00349,155.237,15.204,0,0,0,170.441,170.441,170.441,242.478
00350,157.027,14.944,0,0,0,171.971,171.971,171.971,253.556
00351,157.901,14.298,0,0,0,172.199,172.199,172.199,37.194
00352,159.243,14.192,0,0,0,173.435,173.435,173.435,244.595
00353,156.675,16.956,0,0,0,173.631,173.631,173.631,33.570
00354,154.695,17.809,0,0,0,172.504,172.504,172.504,32.831
00355,151.044,14.556,0,0,0,165.600,165.600,165.600,243.401
00356,157.168,16.955,0,0,0,174.123,174.123,174.123,28.349
00357,155.269,17.296,0,0,0,172.565,172.565,172.565,227.002
00358,148.029,14.818,0,0,0,162.847,162.847,162.847,232.204
00359,159.185,16.347,0,0,0,175.532,175.532,175.532,216.707
00360,152.384,17.284,0,0,0,169.668,169.668,388.953,219.285
00361,156.170,16.592,0,0,0,172.762,172.762,172.762,230.933
00362,158.800,16.607,0,0,0,175.407,175.407,175.407,121.649
00363,148.182,17.132,0,0,0,165.314,165.314,165.314,222.344
00364,148.180,19.456,0,0,0,167.636,167.636,167.636,346.699
00365,150.832,19.678,0,0,0,170.510,170.510,170.510,339.153
00366,148.330,25.096,0,0,0,173.426,173.426,200.077,26.651
00367,164.490,15.574,0,0,0,180.064,180.064,180.064,229.533
00368,160.600,17.445,0,0,0,178.045,178.045,178.045,218.953
00369,159.991,16.080,0,0,0,176.071,176.071,176.071,225.298
00370,161.488,16.336,0,0,0,177.824,177.824,177.824,25.395
00371,156.203,17.033,0,0,0,173.236,173.236,173.236,229.588
00372,155.043,16.970,0,0,0,172.013,172.013,172.013,22.446
00373,154.785,17.528,0,0,0,172.313,172.313,172.313,23.736
00374,161.338,16.288,0,0,0,177.626,177.626,177.626,227.122
00375,156.503,16.692,0,0,0,173.195,173.195,173.195,22.467
00376,160.388,16.244,0,0,0,176.632,176.632,176.632,229.870
00377,156.627,16.527,0,0,0,173.154,173.154,173.154,211.874
00378,158.191,16.407,0,0,0,174.598,174.598,174.598,225.653
00379,159.934,16.075,0,0,0,176.009,176.009,176.009,227.691
